Price,Bedrooms,Space,Room,Lot,Tax,Bathroom,Garage,Condition
372500,3,1180,6,12324,1,3,0,3
1800000,5,4400,8,15580,2,5,0,3
255000,3,1610,9,6176,2,3,0,3
466800,3,1480,2,14250,2,3,0,3
749000,3,2670,4,10338,2,3,0,3
610000,4,1830,5,29110,2,4,0,3
356000,2,920,3,4095,1,2,0,4
165000,3,1150,1,19200,1,3,0,4
229000,2,1190,3,7408,1,2,0,3
530000,4,4160,4,35654,2,4,0,3
499950,3,2370,2,12753,2,3,0,3
619000,4,1660,5,3800,1.5,4,0,3
547000,3,1480,2,8381,1,3,0,4
359800,4,2390,4,6426,2,4,0,3
499000,3,1690,5,1432,2,3,0,3
189000,3,1010,6,7560,1,3,0,3
799000,4,3500,7,8547,2,4,0,3
257000,4,2330,2,7642,1,4,0,3
270000,3,1890,6,9450,1,3,0,3
453500,4,2000,8,6032,1,4,2,3
237000,3,1130,9,10650,1,3,0,3
456000,4,1670,2,9886,1,4,0,5
355500,3,2600,4,5540,2,3,0,3
299950,4,1560,5,31299,1,4,0,4
335000,3,1170,3,5360,1,3,0,3
268500,4,2100,1,4237,2,4,0,3
385000,3,1710,3,11500,1,3,0,3
376000,4,2420,4,5773,2,4,0,3
605004,4,1370,2,4000,2,4,0,3
886000,4,2660,5,3900,1.5,4,0,4
560000,4,2260,2,3713,2,4,0,3
343000,4,2070,4,4500,2,4,0,3
1415000,4,4670,5,43950,2,4,0,3
270000,3,1500,6,13500,1,3,0,4
411605,4,2658,7,3960,2,4,0,3
550000,4,2700,2,5150,2,4,0,3
465000,3,1530,6,1245,2,3,0,3
584000,3,1480,8,1485,2,3,0,3
275000,3,1390,9,1080,2,3,0,3
324500,3,1660,2,3990,2,3,0,3
700000,3,2050,4,4185,2,3,0,3
385200,4,1550,5,7740,1.5,4,0,3
270000,4,1900,3,8600,1,4,0,4
735000,4,2820,1,6180,2,4,0,3
389250,2,1490,3,4080,1,2,0,3
315000,3,1750,4,12500,1,3,0,3
545000,4,2040,2,6034,2,4,0,3
550000,3,1900,5,5000,1.5,3,0,3
415000,3,1910,2,12596,1,3,0,3
387500,3,1560,4,14333,1,3,0,4
432000,3,1470,5,6250,1,3,3,4
402000,3,2700,6,9994,1,3,3,4
1035000,4,3450,7,11240,2,4,3,4
294700,3,1970,2,9600,1,3,0,4
744000,3,2670,6,12187,2,3,0,3
715000,3,2550,8,13458,2,3,0,3
500000,4,1720,9,4011,1.5,4,0,4
1300000,4,4270,2,6002,2,4,3,3
1150000,3,2170,4,16600,1,3,2,3
650000,4,2840,5,9354,2,4,0,3
435000,4,3270,3,50994,2,4,0,4
510000,3,1480,1,7040,1,3,0,3
525000,5,2440,3,8000,1,5,0,4
920000,4,2880,4,5750,1.5,4,0,5
200000,2,1730,2,9610,1,2,0,3
435000,2,1260,5,4080,1.5,2,0,5
809950,4,2230,2,9900,1.5,4,0,5
1370000,2,2460,4,16940,1.5,2,4,4
455000,4,2050,5,94525,1,4,0,4
471000,3,2030,6,2805,2,3,0,3
253500,2,810,7,4800,1,2,0,3
185000,3,1840,2,8100,1,3,0,4
535500,3,1730,6,40250,2,3,0,4
835000,2,2280,8,6815,1,2,0,3
589500,4,2630,9,6326,2,4,0,3
680000,3,2270,2,23900,1,3,0,3
360000,3,1020,4,7020,1.5,3,0,4
595000,4,1990,5,2175,2,4,0,3
300000,4,2680,3,15508,2,4,0,3
660000,3,1980,1,3300,1.5,3,0,4
570000,3,2400,3,6975,2,3,0,3
285000,2,780,4,5000,1,2,0,4
435000,3,980,2,5000,1,3,0,3
160000,3,1210,5,103237,1,3,0,2
805000,5,4600,2,19831,1,5,3,3
450000,3,1480,4,1961,2,3,0,3
510000,4,1320,5,14250,1,4,0,4
1120000,5,4400,6,18500,1,5,3,5
1280000,4,3010,7,3600,2,4,0,3
539000,3,2260,2,9568,1,3,0,3
407193,4,1880,6,14653,2,4,0,3
320000,3,1370,8,9900,1,3,0,4
739000,4,2720,9,3800,2,4,0,5
452000,2,1740,2,5400,1,2,0,4
600000,4,2560,4,5593,2,4,0,3
279000,5,2690,5,5557,2,5,0,3
895000,4,3240,3,5562,2,4,0,3
585000,4,2430,1,4747,2,4,0,3
405000,2,1405,3,1073,2,2,0,3
837219,5,3030,4,7679,2,5,0,3
969990,4,4150,2,8436,2,4,0,3
490000,3,1730,5,2940,3,3,0,3
611000,6,3820,2,53173,1,6,0,4
462000,4,3070,4,6432,2,4,0,3
540000,4,1780,5,4169,2,4,0,3
260000,4,1811,6,4381,2,4,0,3
510000,4,2450,7,62290,2,4,0,3
567500,3,2300,2,7398,2,3,0,3
445000,2,1440,6,3225,1,2,0,3
684680,4,2370,8,9360,2,4,0,4
2700000,4,4420,9,7850,2,4,4,3
455000,3,1300,2,3550,1.5,3,0,3
540000,5,2870,4,4369,2,5,0,3
530000,3,3400,5,7200,2,3,2,3
410000,3,1410,3,5060,1,3,0,4
450000,3,1640,1,13500,1,3,0,3
609900,4,3190,3,7399,2,4,0,3
648000,4,2380,4,13435,2,4,0,3
550000,3,2260,2,4165,2,3,0,3
347000,3,1240,5,8050,1,3,0,4
1635000,5,4220,2,26784,1,5,0,3
1339000,4,4250,4,19387,2,4,2,4
288350,3,1860,5,7963,1,3,0,3
1150000,3,2850,6,10474,1,3,0,4
525000,3,2470,7,36445,2,3,0,4
250250,3,2210,2,8000,2,3,0,4
341000,4,1920,6,7665,1,4,0,4
700000,4,3150,8,7778,2,4,0,3
390000,4,2700,9,7875,1.5,4,0,4
539950,3,2190,2,7149,1,3,1,4
552000,2,1380,4,951,3,2,0,3
250000,5,2520,5,5753,1.5,5,0,4
502000,3,1300,3,8800,1,3,0,4
480000,4,2220,1,6500,2,4,3,4
378500,2,730,3,7528,1,2,0,3
1350000,4,3300,4,15907,2,4,0,5
1900000,4,4130,2,112521,2,4,0,3
605000,3,2670,5,47480,2,3,3,3
307550,4,1980,2,5909,2,4,0,3
304700,2,740,4,5995,1,2,0,4
568000,3,2050,5,3520,1,3,0,4
385000,3,1230,6,7500,1,3,0,3
345000,3,1210,7,1420,3,3,0,3
435000,3,1890,2,7200,1,3,0,4
579000,2,1870,6,6275,1,2,0,3
236000,3,1330,8,6301,1,3,0,3
305100,3,1590,9,35988,1,3,0,4
368000,3,1710,2,10800,1,3,0,4
255000,2,1200,4,9000,1,2,2,5
400000,2,1140,5,5100,1,2,0,3
440000,3,2240,3,8153,1,3,0,3
417000,2,920,1,6600,1,2,0,3
435000,2,800,3,5000,1,2,0,3
475000,4,1980,4,11443,1,4,0,5
563500,4,2800,2,12831,2,4,0,3
285000,3,1680,5,35127,2,3,0,3
471000,4,2330,2,9928,2,4,0,3
500000,4,2240,4,9886,1.5,4,0,4
640000,3,2140,5,8925,2,3,0,3
442500,4,2170,6,14024,2,4,0,3
213400,3,1150,7,8686,1,3,0,4
831000,4,2030,2,3905,1.5,4,0,4
325000,3,1350,6,11805,1,3,0,3
425000,2,910,8,4635,1,2,0,4
550000,4,2700,9,5100,1,4,0,4
599950,4,3730,2,15029,2,4,2,3
1225000,4,2740,4,16007,2,4,0,3
750000,4,2050,5,5000,2,4,0,4
290000,4,2390,3,4500,2,4,0,3
270000,4,1990,1,7252,1,4,0,3
229950,4,1300,3,21000,1,4,0,4
234999,3,1330,4,8912,1,3,0,3
265000,2,1000,2,31505,1,2,0,3
367300,4,2190,5,14937,2,4,0,3
550000,3,1380,2,3402,1.5,3,0,3
743700,4,2610,4,33206,2,4,0,3
352750,2,1060,5,1241,2,2,0,3
403950,2,710,6,1136,2,2,0,4
980000,4,2730,7,4800,1.5,4,0,5
585000,4,2470,2,131790,2,4,2,3
554000,3,1760,6,10780,1,3,0,3
546000,3,1530,8,3464,2,3,0,3
280000,2,1610,9,158558,1.5,2,0,2
212500,2,1030,2,21712,1,2,0,4
739000,4,2800,4,246114,2,4,0,3
428000,3,1310,5,2550,1,3,0,3
965000,4,3160,3,34560,1,4,0,4
364900,3,2500,1,8304,2,3,0,3
559000,3,2070,3,5386,1,3,0,4
213000,4,1980,4,9000,1,4,0,2
620000,3,2590,2,7237,2,3,0,3
240000,4,1910,5,16320,1.5,4,0,3
852500,3,2630,2,10100,1,3,0,4
600000,3,2630,4,77972,2,3,0,3
410000,3,1960,5,4400,2,3,0,3
328000,3,1440,6,45302,2,3,0,3
625000,3,2210,7,16200,1,3,0,3
649950,4,2350,2,63162,2,4,0,4
235000,3,1590,6,13000,1.5,3,0,3
489000,3,1500,8,1249,2,3,0,3
536000,3,1900,9,6224,2,3,0,3
400000,4,2370,2,3692,2.5,4,0,3
398000,3,1720,4,1715,2,3,0,3
379000,4,2020,5,7560,1,4,0,4
345000,2,1340,3,1210,2,2,0,3
365000,3,1800,1,2700,2,3,0,3
315000,3,1480,3,1590,2,3,0,3
571000,4,2750,4,7807,1.5,4,0,5
1025000,5,3760,2,28040,2,5,0,3
695000,3,2540,5,4694,2,3,0,3
225000,3,1760,2,26055,1,3,0,3
740000,3,3000,4,25341,2,3,0,3
315000,4,1930,5,9643,2,4,0,4
1230000,4,3040,6,7000,2,4,0,3
420000,2,860,7,3880,1,2,0,4
310000,3,1420,2,7650,1,3,0,4
700000,3,2080,6,3880,1,3,0,5
269000,3,1560,8,4200,2,3,0,3
369990,4,1960,9,7133,2,4,0,3
800000,3,1620,2,4500,2,3,0,4
569000,5,3670,4,10583,1,5,0,5
175000,6,1930,5,8400,1,6,0,3
440000,3,1290,3,1286,3,3,0,3
435000,5,1970,1,15247,1,5,0,3
345000,3,1540,3,6909,1,3,0,4
558000,4,2180,4,3870,1,4,0,3
475000,2,1490,2,224334,1,2,2,3
490000,3,2220,5,10275,2,3,0,3
335000,3,2430,2,9133,1,3,0,4
350000,2,1392,4,43710,1.5,2,0,4
100000,4,1120,5,2685,1,4,0,3
417500,4,1390,6,10800,1.5,4,0,4
253000,3,2040,7,7281,1,3,0,3
1240000,5,2830,2,7500,2,5,0,3
490000,4,3020,6,8302,2,4,0,4
470000,3,2290,8,14800,1,3,0,3
483300,4,1210,9,11100,1,4,0,4
659000,3,2510,2,6320,2,3,0,3
480000,4,2320,4,4322,1,4,0,3
165000,3,970,5,6600,1,3,0,3
659500,3,1820,3,5500,1,3,0,4
219900,3,970,1,7742,1,3,0,4
315000,2,1740,3,3622,1,2,0,4
250000,3,1590,4,7560,1,3,0,3
268000,2,1380,2,5000,1,2,0,3
380000,4,1680,5,11123,1,4,0,3
499000,2,1220,2,3000,1,2,0,3
285000,2,1651,4,18200,1,2,0,3
183000,3,1330,5,9200,1,3,0,4
1070000,3,2940,6,4622,2,3,0,4
429000,3,1410,7,1246,3,3,0,3
403000,2,1100,2,3598,1,2,0,4
375500,3,1530,6,7200,1,3,0,3
1795000,5,5270,8,17232,2,5,1,3
516200,3,2110,9,5150,1,3,0,5
385000,4,1720,2,8750,1,4,0,3
515000,3,1800,4,5001,2,3,0,3
375000,4,2210,5,9427,2,4,0,3
650000,4,2560,3,9731,2,4,0,4
306888,2,1010,1,7719,2,2,0,3
870000,4,3340,3,12248,2,4,1,3
310000,4,1740,4,11075,1.5,4,0,3
251750,3,1320,2,7200,1,3,0,5
366000,3,1520,5,8625,1,3,0,3
429950,3,2010,2,9480,1,3,0,3
710000,3,2440,4,3427,2,3,0,3
895000,5,2550,5,20875,1,5,0,4
149500,3,1010,6,9450,1,3,0,4
310000,3,1780,7,6771,1,3,0,3
555000,3,2180,2,4976,1.5,3,2,4
750000,5,2750,6,7500,2,5,1,3
745000,4,3490,8,7024,2,4,0,3
695000,3,2550,9,45254,2,3,0,3
433000,3,1870,2,7189,1,3,0,3
307000,4,1150,4,8184,1.5,4,0,3
655275,3,2050,5,11856,1,3,0,3
392000,4,1940,3,6555,2,4,0,3
1180000,5,3630,1,6000,1.5,5,0,3
359950,3,1890,3,9100,2,3,0,4
360000,4,1630,4,10375,1,4,0,5
566000,4,2440,2,5000,1,4,0,3
700000,5,3100,5,9825,2,5,2,4
415000,3,2090,2,6045,2,3,0,3
199500,3,920,4,9812,1,3,0,4
749000,3,1580,5,5000,1.5,3,0,3
680000,3,1760,6,8400,1,3,0,4
400000,4,2530,7,7563,1,4,0,3
608000,4,2490,2,9714,1,4,0,4
589900,4,3870,6,35889,2,4,0,3
480000,5,2732,8,9500,1,5,2,4
1059500,5,3230,9,3825,2,5,0,3
915000,6,2930,2,14980,2,6,3,3
695000,4,3510,4,9364,2,4,0,3
899900,4,2580,5,3909,2,4,0,3
499950,2,1060,3,1208,2,2,0,3
533112,4,2790,1,8853,2,4,0,3
303210,4,2009,3,5000,2,4,0,3
525000,5,2880,4,8364,2,5,0,3
399950,2,710,2,1157,2,2,0,4
850830,3,2070,5,13241,1.5,3,0,5
371500,3,1370,2,8336,1,3,0,5
522000,3,1730,4,8400,1,3,0,4
588000,4,1680,5,5000,1,4,0,3
276900,2,1350,6,10096,1,2,2,4
248000,5,1510,7,9078,1,5,0,4
280000,3,1860,2,6607,2,3,0,3
495000,6,3440,6,4500,2,6,0,3
665000,6,4250,8,4400,2.5,6,0,4
290300,2,860,9,3874,1,2,0,4
527000,2,1640,2,4080,1,2,0,3
487028,2,1295,4,1093,2,2,0,3
325000,3,1790,5,27427,1,3,0,3
799000,3,2210,3,6300,1.5,3,0,5
7062500,5,10040,1,37325,2,5,2,3
354000,3,940,3,10368,1,3,0,3
262500,3,1160,4,8906,1,3,0,3
560200,3,1990,2,3984,2,3,0,3
220000,3,1050,5,6300,1,3,0,3
650000,2,1030,2,5750,1,2,0,5
435000,3,1420,4,2581,3,3,0,3
800000,4,2690,5,4000,2,4,3,4
1010000,4,3760,6,29224,2,4,0,3
200000,2,700,7,4700,1,2,0,5
295000,5,2100,2,5107,2,5,0,3
580379,4,2240,6,27820,1.5,4,0,4
875000,4,3470,8,32109,2,4,0,3
515000,3,3370,9,19585,2,3,0,3
599000,4,2790,2,230868,2,4,0,3
285000,3,1870,4,4060,2,3,0,3
290000,3,1520,5,15090,1,3,0,4
355000,1,750,3,20339,1,1,0,4
381000,3,1460,1,11407,1,3,0,3
571000,3,2600,3,7465,2,3,0,3
852600,4,3320,4,11901,2,4,0,5
1085000,5,2340,2,6000,2,5,0,4
371000,3,890,5,7200,1,3,0,3
514000,3,1720,2,5899,1,3,1,3
386000,3,1270,4,1318,2,3,0,3
464000,4,2180,5,7203,2,4,0,4
335000,4,2030,6,13500,1,4,0,3
740000,4,2490,7,17833,2,4,2,3
465000,4,1470,2,5350,1,4,0,3
700000,3,2500,6,7378,1,3,0,5
785000,3,4500,8,21870,2,3,0,3
350000,3,1460,9,1592,2,3,0,3
148000,1,620,2,8261,1,1,0,3
530000,3,1550,4,3680,1,3,0,3
349000,3,1430,5,1002,3,3,0,3
240000,3,1360,3,9760,1.5,3,0,5
330000,3,2210,1,7557,2,3,0,3
735000,4,2460,3,5100,1.5,4,0,5
545000,3,2180,4,15693,1,3,0,4
214950,3,1570,2,4875,1,3,0,4
657500,4,4140,5,24190,2,4,0,3
476000,3,1140,2,5500,1.5,3,0,4
2888000,5,8670,4,64033,2,5,4,3
110000,2,800,5,15000,1,2,0,3
292000,4,2414,6,7693,2,4,0,3
317000,3,1160,7,8813,1,3,0,3
455000,4,3170,2,10688,2,4,2,3
1365000,5,4210,6,17258,2,5,3,3
460000,3,2060,8,4437,1,3,0,3
405000,3,1640,9,7201,1,3,0,3
333000,2,720,2,6686,1,2,0,3
427000,4,1860,4,4736,1.5,4,0,1
742000,4,2810,5,10986,2,4,0,3
465000,4,2090,3,9702,1,4,0,5
809950,4,3280,1,6181,2,4,0,3
619400,4,2090,3,3610,1.5,4,0,5
762400,3,2430,4,14607,1,3,1,3
535000,5,2520,2,49222,2,5,0,4
881000,5,2510,5,4125,1.5,5,3,5
813000,4,3370,2,6675,1,4,3,4
234000,3,1640,4,5280,1.5,3,0,5
308900,3,2250,5,7294,2,3,0,3
450000,4,2300,6,19250,1,4,0,4
547500,3,1650,7,2262,3,3,0,3
399950,2,710,2,1131,2,2,0,4
516000,4,2550,6,8698,2,4,0,3
250000,2,982,8,846,2,2,0,3
475000,3,1630,9,2520,2,3,0,3
415000,4,2550,2,4500,2,4,0,3
545000,2,1240,4,2150,2,2,0,3
329950,3,2456,5,7566,2,3,0,3
1325000,5,3200,3,20158,1,5,0,3
784000,3,3950,1,111078,1.5,3,0,3
610750,4,2180,3,7297,2,4,0,3
578000,4,3140,4,9225,1,4,2,5
1485000,4,4030,2,10800,2,4,0,3
501000,3,1970,5,7972,1,3,3,5
465250,5,1940,2,7642,1.5,5,0,3
2250000,5,4860,4,9453,1.5,5,1,5
1095000,0,3064,5,4764,3.5,0,2,3
315000,2,970,6,5665,1,2,0,4
900000,4,2460,7,44431,1,4,0,4
789500,4,3010,2,6100,2,4,0,3
678500,3,2460,6,6600,1,3,2,4
342500,3,2080,8,11375,1,3,0,3
860000,4,3960,9,7012,2,4,0,3
306000,4,2490,2,8124,2,4,0,3
580000,5,2060,4,6000,2,5,0,3
405000,3,1330,5,15678,1,3,0,3
510000,3,1600,3,19200,1,3,0,4
173000,2,820,1,10450,1,2,0,4
210000,4,1200,3,7680,1,4,0,3
445000,3,1050,4,5664,1,3,0,4
585000,3,1910,2,1501,2.5,3,0,3
381000,3,1800,5,6000,1,3,0,5
890000,3,2060,2,8640,1,3,0,4
235000,3,1840,4,9697,1,3,0,4
480000,3,1250,5,1103,3,3,2,3
575000,2,1510,6,4032,1.5,2,0,3
350000,4,2300,7,4600,1.5,4,0,4
259000,4,1490,2,7560,2,4,0,3
599000,5,2820,6,4608,1,5,0,3
210000,4,1130,8,7840,1,4,0,4
1184000,4,3200,9,7500,1.5,4,1,5
545000,3,1510,2,5000,1.5,3,0,3
299995,3,1970,4,7500,2,3,0,3
440000,3,1210,5,5750,1.5,3,0,4
699000,4,3280,3,27441,2,4,0,3
795000,3,2420,1,17859,1,3,1,5
445000,5,2460,3,6846,1.5,5,0,5
397990,3,1180,4,11862,1,3,0,4
706000,3,1900,2,6400,1,3,0,5
363000,3,1651,5,1779,2,3,0,3
850000,4,2130,2,11843,2,4,0,4
620000,2,1430,4,3000,1.5,2,0,3
1228000,4,5730,5,44947,2,4,4,3
333000,4,1910,6,9244,1,4,0,4
743000,3,2110,7,11250,1,3,0,4
448000,2,1630,2,3780,1,2,0,4
485000,4,2470,6,35073,2,4,0,3
489950,4,2640,8,31941,1,4,0,4
498500,5,2990,9,7420,2,5,0,3
531000,3,2120,2,9736,2,3,0,3
670000,3,2050,4,6420,1,3,3,3
310000,5,1880,5,5000,1,5,0,3
835000,3,2790,3,12523,2,3,4,4
1688000,4,3000,1,7500,2,4,0,3
495000,4,2140,3,7245,2,4,0,3
495000,3,1769,4,9300,1,3,0,4
440000,3,1710,2,6556,1.5,3,0,4
280000,1,420,5,6720,1,1,0,3
1070000,4,3270,2,35445,2,4,0,3
1034500,4,2370,4,10858,2,4,0,3
248000,4,1770,5,5855,2,4,0,3
294000,4,2210,6,8465,1,4,0,3
561000,3,1710,7,4140,2,3,0,3
656500,4,2710,2,4750,1,4,0,4
660000,3,2340,6,2970,2,3,0,5
370000,2,1220,8,17172,1,2,0,4
349950,3,1060,9,9525,1,3,0,3
223000,2,910,2,9869,1,2,0,3
560000,4,1880,4,3880,1.5,4,0,4
594000,4,1870,5,5200,2,4,0,4
600000,3,1480,3,5400,2,3,0,4
315000,3,1880,1,7000,2,3,0,3
430000,4,1890,3,6000,1,4,0,4
440000,3,1560,4,7392,1,3,0,5
312500,2,1070,2,1200,2,2,0,3
1240000,5,4410,5,14380,2,5,0,3
300000,3,1470,2,1235,2,3,0,3
680000,3,2570,4,3600,2.5,3,0,3
336750,2,1170,5,1011,2,2,0,3
822500,5,2320,6,4960,2,5,0,5
589000,4,2440,7,9600,2,4,0,5
863000,4,4120,2,22370,2,4,0,3
210000,2,1440,6,5680,1,2,0,4
206135,3,1340,8,11070,1,3,0,4
1125000,6,3010,9,4360,2,6,0,3
285000,3,1840,2,8601,1,3,0,3
230000,2,930,4,7550,1,2,0,3
845000,4,4070,5,115434,2,4,0,3
350000,3,1820,3,9545,1,3,0,3
304000,3,1280,1,8184,1.5,3,0,4
370000,2,900,3,4600,1,2,0,3
810000,3,1980,4,13503,1,3,2,4
440000,4,2010,2,7575,1,4,0,3
1030000,4,2750,5,4800,2,4,0,3
775000,4,3140,2,10875,1,4,1,3
1335000,5,4200,4,5800,2.5,5,0,4
235000,3,1900,5,8540,1,3,0,3
499950,3,1830,6,3000,1.5,3,0,3
622500,5,3320,7,23760,2,5,0,4
300000,4,2700,2,10814,1,4,0,4
205000,3,1290,6,6566,1,3,0,5
435000,3,1500,8,8173,1,3,0,3
697000,4,3650,9,48351,1.5,4,0,4
153000,3,1270,2,6405,1.5,3,0,3
454000,4,2630,4,39000,2,4,0,3
345000,2,1800,5,26615,1,2,0,5
585000,3,1870,3,2807,1.5,3,0,4
380000,4,2540,1,6365,2,4,0,3
250600,4,1930,3,8660,1,4,0,3
890000,4,2770,4,13500,2,4,0,3
370000,4,2220,2,5338,2,4,0,3
369500,3,1650,5,9957,1,3,0,4
883000,4,3670,2,54450,2,4,0,3
950000,4,3770,4,35081,2,4,0,3
615000,3,2350,5,20820,1,3,0,4
305000,3,1210,6,5240,1,3,0,4
590000,4,2010,7,7972,2,4,0,4
485000,3,1580,2,6065,2,3,0,3
215000,2,710,6,7200,1,2,0,3
430000,3,1910,8,5040,1.5,3,0,3
324900,4,1880,9,7965,2,4,0,3
849900,2,2280,2,641203,2,2,0,3
975000,5,3100,4,10014,1,5,2,4
910000,5,2350,5,4000,2,5,0,3
459950,3,1850,3,6869,1,3,2,5
325000,3,2070,1,8337,2,3,0,3
513000,4,2020,3,7070,1,4,0,5
475000,3,1580,4,12177,1,3,0,3
419000,4,2690,2,7947,2,4,0,3
760000,4,2420,5,10285,1,4,4,3
1120000,5,2540,2,6660,2,5,3,4
129000,2,1150,4,30184,1,2,0,3
725000,5,3210,5,12000,1,5,0,4
580000,3,2040,6,4627,2,3,0,3
385000,3,1920,7,4833,1,3,0,4
265000,4,1900,2,10588,1,4,0,5
1735000,3,4310,6,32093,1.5,3,4,5
330000,3,1070,8,1155,2,3,0,3
665000,4,2790,9,43091,2,4,0,4
799000,3,2860,2,4442,2,3,0,3
589000,3,2250,4,8800,1,3,0,4
1695000,2,3170,5,3000,2,2,2,5
538000,3,1460,3,7200,1,3,0,3
530100,3,1540,1,3399,1.5,3,0,3
718500,3,2910,3,6600,2,3,0,4
299000,3,1180,4,13927,1,3,0,5
556000,3,1640,2,7437,1,3,0,3
171000,4,1520,5,19672,1,4,0,3
540000,5,3610,2,9775,2,5,0,3
250000,3,1400,4,3814,2,3,0,3
795000,4,3200,5,3250,2,4,0,3
575000,3,1384,6,1287,2,3,0,3
379500,3,1410,7,1287,2,3,0,3
385000,4,2050,2,5276,2,4,0,3
415500,4,1750,6,4779,2,4,0,3
397500,3,1510,8,6710,1,3,0,3
530000,3,1930,9,7214,2,3,0,3
883000,4,2960,2,41656,2,4,0,3
850000,5,2920,4,11880,1,5,0,5
496752,2,1980,5,5000,1,2,0,4
330000,3,1430,3,8865,1,3,0,3
735000,4,2450,1,4187,2,4,2,3
525000,4,2360,3,4924,2,4,0,3
269950,3,1890,4,4838,2,3,0,3
650000,3,2140,2,9484,1,3,0,3
520500,3,1900,5,8100,1,3,0,4
652500,4,2700,2,9122,2,4,0,3
506000,5,2430,4,8000,1,5,0,4
416000,3,1110,5,12150,1,3,0,4
500000,4,2280,6,15347,1,4,0,5
460000,3,1550,7,4708,1,3,0,4
371025,3,1530,2,8925,1,3,0,3
576000,4,2440,6,28405,2,4,0,3
353500,4,1760,8,9602,2,4,0,3
1735000,4,3040,9,5000,2,4,3,4
183000,3,1070,2,8100,1,3,0,4
763101,3,1990,4,5560,1,3,0,4
460000,2,1090,5,4000,1,2,0,3
825000,4,1890,3,6938,1.5,4,0,3
265000,3,1000,1,9150,1,3,0,3
295000,3,1770,3,8235,1,3,0,3
418000,4,2360,4,6250,1,4,2,3
554000,3,3380,2,108900,2,3,0,3
534500,3,1700,5,3150,2,3,0,3
690000,2,1600,2,4000,1,2,0,5
530000,4,2050,4,6360,2,4,0,3
357186,2,1210,5,1040,2,2,0,3
300000,5,1940,6,6355,1,5,0,3
304000,4,1810,7,8750,1,4,0,2
385000,4,1690,2,4080,1,4,0,4
415000,4,1800,6,2970,1,4,0,4
963000,4,3280,8,6603,2,4,0,3
792500,4,4290,9,175421,2,4,0,3
309212,3,1150,2,9600,1,3,0,3
235000,2,880,4,1805,2,2,0,3
667000,3,1720,5,8100,2,3,0,3
470000,3,1510,3,8000,1,3,0,4
375000,4,1240,1,3000,1,4,0,3
410000,4,1580,3,9581,1,4,0,3
566000,4,2170,4,7737,2,4,0,3
680000,4,2500,2,4950,2,4,0,3
332000,1,960,5,2640,1,1,0,3
902000,4,3030,2,8507,2,4,0,3
500000,3,1540,4,10800,1,3,0,5
445000,3,1890,5,32340,1.5,3,3,3
825000,4,2810,6,9800,1,4,0,4
1095000,4,3530,7,8400,2,4,0,5
277000,3,1100,2,8536,1,3,0,4
545000,3,1940,6,9775,1,3,2,3
435000,3,2300,8,9521,2,3,0,3
638000,3,2110,9,3600,2,3,0,3
418000,4,1220,2,10580,1,4,0,3
499000,3,1750,4,12325,1,3,0,4
150000,3,1230,5,8056,1,3,0,4
759950,3,3100,3,23790,2,3,0,3
427000,3,1830,1,65340,1,3,0,3
632500,5,2640,3,7096,2,5,0,3
660000,6,1840,4,2774,1,6,0,3
862000,4,3190,2,14565,2,4,0,3
524000,2,1120,5,2000,1.5,2,0,3
470000,3,1760,2,6723,1,3,0,3
385000,3,1590,4,9912,2,3,0,3
575000,4,2120,5,9603,2,4,0,3
220000,4,2240,6,9826,1,4,0,4
460000,2,890,7,2100,1,2,0,4
1712500,3,2940,2,5432,3,3,3,4
175000,3,1220,6,7300,1,3,0,3
465000,3,2670,8,7500,1,3,0,4
552000,3,1120,9,2300,1,3,0,4
565000,4,3130,2,139392,2,4,0,4
518000,4,1740,4,7500,1,4,0,4
899950,4,3290,5,5414,2,4,1,3
373000,3,1770,3,5720,1.5,3,0,4
385000,4,2960,1,5054,2,4,0,3
245000,2,1200,3,4880,1,2,0,3
375000,4,2400,4,6000,2,4,0,3
699850,4,2690,2,6164,2,4,0,3
450000,6,3550,5,11780,1,6,0,4
455000,2,1310,2,12196,1.5,2,0,3
650000,4,2610,4,4160,3,4,0,5
378000,5,2760,5,8015,1,5,0,4
220000,3,1410,6,7998,1,3,0,4
285500,4,1960,7,7950,1,4,0,4
340000,3,1212,2,1174,3,3,0,3
921000,4,2220,6,9496,1,4,0,4
375000,4,2040,8,109336,1.5,4,0,4
999000,4,2800,9,19168,2,4,0,3
335000,3,2040,2,6000,1,3,0,3
1920000,4,3070,4,34412,1,4,3,4
385000,2,830,5,26329,1,2,3,4
850000,4,4140,3,7089,2,4,0,3
429000,5,2340,1,4500,2,5,0,3
523950,3,1420,3,1282,3,3,0,3
798800,3,2670,4,3738,1,3,0,3
284000,3,1880,2,6008,2,3,0,3
852880,4,3450,5,6184,2,4,0,3
320000,3,1200,2,1400,3,3,0,3
749995,4,3430,4,9870,2,4,0,3
468500,3,1350,5,1186,2,3,0,3
492500,5,2570,6,9962,2,5,0,3
685000,4,2840,7,4637,3,4,0,3
542525,4,2650,2,5600,2,4,0,3
435000,3,1980,6,2674,3,3,0,3
242000,3,1280,8,7524,1.5,3,0,4
325000,4,2610,9,7091,2,4,0,3
837700,5,3010,2,12611,2,5,0,3
210000,1,930,4,7129,1,1,0,3
187500,3,1180,5,7000,1,3,0,4
560000,5,1710,3,9100,1.5,5,0,4
272000,3,1380,1,7476,1,3,0,3
235000,3,1190,3,7280,1,3,0,4
